sku_id,nombre_producto,categoria_farmaceutica,principio_activo,presentacion,laboratorio,precio_unitario,costo_unitario,requiere_receta,clasificacion_atc,es_controlado,temperatura_controlada,volumen_unidades
SKU15087,Antigripales y  Z51 SR,Antigripales y Antitusivos,Antigripales,Kit,GSK,65.41,38.77,0,V03,0,0,1
SKU15088,Antigripales y  M52 XR,Antigripales y Antitusivos,Antigripales,Unidad,Sanofi,38.56,24.0,0,V03,0,0,3
SKU15089,Antigripales y  N53 Duo,Antigripales y Antitusivos,Antigripales,Kit,Procter & Gamble,59.26,38.15,0,V03,0,0,2
SKU15090,Antigripales y  S54 Max,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,114.93,73.99,0,V03,0,0,1
SKU15091,Antigripales y  A55,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,83.29,47.16,0,V03,0,0,3
SKU15092,Antigripales y  C56 Forte,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,73.1,45.05,0,V03,0,0,10
SKU15093,Antigripales y  F57 Plus,Antigripales y Antitusivos,Antigripales,Unidad,Procter & Gamble,81.88,53.45,0,V03,0,0,3
SKU15094,Antigripales y  T58 Rapid,Antigripales y Antitusivos,Antigripales,Paquete,Johnson & Johnson,104.79,58.74,0,V03,0,0,5
SKU15095,Antigripales y  B59 SR,Antigripales y Antitusivos,Antigripales,Unidad,Johnson & Johnson,83.39,52.9,0,V03,0,0,1
SKU15096,Antigripales y  X60 XR,Antigripales y Antitusivos,Antigripales,Unidad,Sanofi,58.75,38.52,0,V03,0,0,1
SKU15097,Antigripales y  Z61 Duo,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,25.84,16.86,0,V03,0,0,10
SKU15098,Antigripales y  M62 Max,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,31.99,20.89,0,V03,0,0,20
SKU15099,Antigripales y  N63,Antigripales y Antitusivos,Antigripales,Kit,Procter & Gamble,26.07,14.59,0,V03,0,0,50
SKU15100,Antigripales y  S64 Forte,Antigripales y Antitusivos,Antigripales,Unidad,GSK,111.16,75.9,0,V03,0,0,2
SKU15101,Antigripales y  A65 Plus,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,31.17,19.45,0,V03,0,0,2
SKU15102,Antigripales y  C66 Rapid,Antigripales y Antitusivos,Antigripales,Caja,Johnson & Johnson,87.42,49.69,0,V03,0,0,3
SKU15103,Antigripales y  F67 SR,Antigripales y Antitusivos,Antigripales,Caja,Procter & Gamble,47.33,29.2,0,V03,0,0,1
SKU15104,Antigripales y  T68 XR,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,83.17,46.2,0,V03,0,0,2
SKU15105,Antigripales y  B69 Duo,Antigripales y Antitusivos,Antigripales,Unidad,Johnson & Johnson,14.04,8.61,0,V03,0,0,10
SKU15106,Antigripales y  X70 Max,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,34.87,20.76,0,V03,0,0,5
SKU15107,Antigripales y  Z71,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,119.21,81.79,0,V03,0,0,3
SKU15108,Antigripales y  M72 Forte,Antigripales y Antitusivos,Antigripales,Kit,Johnson & Johnson,38.54,26.86,0,V03,0,0,3
SKU15109,Antigripales y  N73 Plus,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,16.59,10.72,0,V03,0,0,3
SKU15110,Antigripales y  S74 Rapid,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,11.08,6.81,0,V03,0,0,2
SKU15111,Antigripales y  A75 SR,Antigripales y Antitusivos,Antigripales,Kit,GSK,109.56,61.3,0,V03,0,0,5
SKU15112,Antigripales y  C76 XR,Antigripales y Antitusivos,Antigripales,Kit,Bayer,29.59,17.25,0,V03,0,0,2
SKU15113,Antigripales y  F77 Duo,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,97.06,59.06,0,V03,0,0,1
SKU15114,Antigripales y  T78 Max,Antigripales y Antitusivos,Antigripales,Caja,Procter & Gamble,43.71,26.45,0,V03,0,0,1
SKU15115,Antigripales y  B79,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,78.64,47.51,0,V03,0,0,20
SKU15116,Antigripales y  X80 Forte,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,16.2,9.19,0,V03,0,0,100
SKU15117,Antigripales y  Z81 Plus,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,60.45,39.23,0,V03,0,0,1
SKU15118,Antigripales y  M82 Rapid,Antigripales y Antitusivos,Antigripales,Paquete,GSK,35.53,20.27,0,V03,0,0,1
SKU15119,Antigripales y  N83 SR,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,67.25,37.7,0,V03,0,0,3
SKU15120,Antigripales y  S84 XR,Antigripales y Antitusivos,Antigripales,Unidad,GSK,30.6,20.32,0,V03,0,0,10
SKU15121,Antigripales y  A85 Duo,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,101.09,67.59,0,V03,0,0,1
SKU15122,Antigripales y  C86 Max,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,56.8,34.01,0,V03,0,0,30
SKU15123,Antigripales y  F87,Antigripales y Antitusivos,Antigripales,Kit,Procter & Gamble,34.44,19.98,0,V03,0,0,20
SKU15124,Antigripales y  T88 Forte,Antigripales y Antitusivos,Antigripales,Caja,Procter & Gamble,65.94,46.05,0,V03,0,0,2
SKU15125,Antigripales y  B89 Plus,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,30.04,16.64,0,V03,0,0,3
SKU15126,Antigripales y  X90 Rapid,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,32.62,22.83,0,V03,0,0,2
SKU15127,Antigripales y  Z91 SR,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,37.37,23.71,0,V03,0,0,50
SKU15128,Antigripales y  M92 XR,Antigripales y Antitusivos,Antigripales,Caja,Sanofi,98.23,65.81,0,V03,0,0,3
SKU15129,Antigripales y  N93 Duo,Antigripales y Antitusivos,Antigripales,Kit,Bayer,86.11,55.3,0,V03,0,0,1
SKU15130,Antigripales y  S94 Max,Antigripales y Antitusivos,Antigripales,Unidad,Procter & Gamble,22.43,14.57,0,V03,0,0,1
SKU15131,Antigripales y  A95,Antigripales y Antitusivos,Antigripales,Paquete,Johnson & Johnson,83.34,48.98,0,V03,0,0,1
SKU15132,Antigripales y  C96 Forte,Antigripales y Antitusivos,Antigripales,Caja,Johnson & Johnson,119.23,70.54,0,V03,0,0,50
SKU15133,Antigripales y  F97 Plus,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,76.48,51.2,0,V03,0,0,50
SKU15134,Antigripales y  T98 Rapid,Antigripales y Antitusivos,Antigripales,Paquete,Sanofi,44.22,24.79,0,V03,0,0,1
SKU15135,Antigripales y  B99 SR,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,100.49,66.2,0,V03,0,0,30
SKU15136,Antigripales y  X0 XR,Antigripales y Antitusivos,Antigripales,Unidad,Bayer,21.47,12.69,0,V03,0,0,1
SKU15137,Antigripales y  Z1 Duo,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,10.46,7.0,0,V03,0,0,3
SKU15138,Antigripales y  M2 Max,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,90.9,63.58,0,V03,0,0,2
SKU15139,Antigripales y  N3,Antigripales y Antitusivos,Antigripales,Unidad,GSK,116.21,71.8,0,V03,0,0,10
SKU15140,Antigripales y  S4 Forte,Antigripales y Antitusivos,Antigripales,Unidad,Johnson & Johnson,65.41,37.3,0,V03,0,0,1
SKU15141,Antigripales y  A5 Plus,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,22.83,14.54,0,V03,0,0,10
SKU15142,Antigripales y  C6 Rapid,Antigripales y Antitusivos,Antigripales,Unidad,Bayer,10.28,6.15,0,V03,0,0,1
SKU15143,Antigripales y  F7 SR,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,11.85,7.16,0,V03,0,0,1
SKU15144,Antigripales y  T8 XR,Antigripales y Antitusivos,Antigripales,Paquete,GSK,56.64,34.74,0,V03,0,0,1
SKU15145,Antigripales y  B9 Duo,Antigripales y Antitusivos,Antigripales,Caja,Sanofi,40.08,27.78,0,V03,0,0,3
SKU15146,Antigripales y  X10 Max,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,82.79,54.79,0,V03,0,0,5
SKU15147,Antigripales y  Z11,Antigripales y Antitusivos,Antigripales,Unidad,GSK,70.37,44.18,0,V03,0,0,1
SKU15148,Antigripales y  M12 Forte,Antigripales y Antitusivos,Antigripales,Unidad,Procter & Gamble,31.63,21.11,0,V03,0,0,30
SKU15149,Antigripales y  N13 Plus,Antigripales y Antitusivos,Antigripales,Paquete,Johnson & Johnson,116.26,80.52,0,V03,0,0,10
SKU15150,Antigripales y  S14 Rapid,Antigripales y Antitusivos,Antigripales,Unidad,Bayer,109.47,65.86,0,V03,0,0,1
SKU15151,Antigripales y  A15 SR,Antigripales y Antitusivos,Antigripales,Paquete,Sanofi,54.31,32.04,0,V03,0,0,1
SKU15152,Antigripales y  C16 XR,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,42.4,27.98,0,V03,0,0,5
SKU15153,Antigripales y  F17 Duo,Antigripales y Antitusivos,Antigripales,Unidad,Reckitt,74.98,48.03,0,V03,0,0,2
SKU15154,Antigripales y  T18 Max,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,111.55,76.69,0,V03,0,0,2
SKU15155,Antigripales y  B19,Antigripales y Antitusivos,Antigripales,Unidad,GSK,63.69,41.42,0,V03,0,0,10
SKU15156,Antigripales y  X20 Forte,Antigripales y Antitusivos,Antigripales,Unidad,Reckitt,48.0,31.45,0,V03,0,0,50
SKU15157,Antigripales y  Z21 Plus,Antigripales y Antitusivos,Antigripales,Caja,Bayer,52.54,30.86,0,V03,0,0,1
SKU15158,Antigripales y  M22 Rapid,Antigripales y Antitusivos,Antigripales,Unidad,GSK,74.99,47.6,0,V03,0,0,1
SKU15159,Antigripales y  N23 SR,Antigripales y Antitusivos,Antigripales,Paquete,Procter & Gamble,30.09,17.36,0,V03,0,0,30
SKU15160,Antigripales y  S24 XR,Antigripales y Antitusivos,Antigripales,Caja,Bayer,10.37,6.36,0,V03,0,0,3
SKU15161,Antigripales y  A25 Duo,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,57.05,34.89,0,V03,0,0,30
SKU15162,Antigripales y  C26 Max,Antigripales y Antitusivos,Antigripales,Caja,Procter & Gamble,57.17,34.88,0,V03,0,0,3
SKU15163,Antigripales y  F27,Antigripales y Antitusivos,Antigripales,Kit,Bayer,20.85,13.89,0,V03,0,0,2
SKU15164,Antigripales y  T28 Forte,Antigripales y Antitusivos,Antigripales,Paquete,GSK,20.44,11.39,0,V03,0,0,5
SKU15165,Antigripales y  B29 Plus,Antigripales y Antitusivos,Antigripales,Unidad,GSK,82.23,49.62,0,V03,0,0,5
SKU15166,Antigripales y  X30 Rapid,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,110.0,66.7,0,V03,0,0,2
SKU15167,Antigripales y  Z31 SR,Antigripales y Antitusivos,Antigripales,Paquete,Sanofi,58.44,36.16,0,V03,0,0,5
SKU15168,Antigripales y  M32 XR,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,75.31,45.42,0,V03,0,0,1
SKU15169,Antigripales y  N33 Duo,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,14.27,9.93,0,V03,0,0,100
SKU15170,Antigripales y  S34 Max,Antigripales y Antitusivos,Antigripales,Paquete,Johnson & Johnson,87.75,50.79,0,V03,0,0,100
SKU15171,Antigripales y  A35,Antigripales y Antitusivos,Antigripales,Caja,GSK,83.15,50.53,0,V03,0,0,1
SKU15172,Antigripales y  C36 Forte,Antigripales y Antitusivos,Antigripales,Kit,GSK,32.04,18.35,0,V03,0,0,3
SKU15173,Antigripales y  F37 Plus,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,27.63,17.06,0,V03,0,0,1
SKU15174,Antigripales y  T38 Rapid,Antigripales y Antitusivos,Antigripales,Unidad,GSK,97.94,64.5,0,V03,0,0,2
SKU15175,Antigripales y  B39 SR,Antigripales y Antitusivos,Antigripales,Caja,Sanofi,44.51,25.72,0,V03,0,0,5
SKU15176,Antigripales y  X40 XR,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,46.25,28.68,0,V03,0,0,1
SKU15177,Antigripales y  Z41 Duo,Antigripales y Antitusivos,Antigripales,Unidad,Bayer,35.84,23.19,0,V03,0,0,2
SKU15178,Antigripales y  M42 Max,Antigripales y Antitusivos,Antigripales,Paquete,Procter & Gamble,35.92,24.4,0,V03,0,0,10
SKU15179,Antigripales y  N43,Antigripales y Antitusivos,Antigripales,Kit,Procter & Gamble,30.21,18.13,0,V03,0,0,5
SKU15180,Antigripales y  S44 Forte,Antigripales y Antitusivos,Antigripales,Kit,Johnson & Johnson,72.96,42.7,0,V03,0,0,5
SKU15181,Antigripales y  A45 Plus,Antigripales y Antitusivos,Antigripales,Unidad,Johnson & Johnson,14.53,8.93,0,V03,0,0,1
SKU15182,Antigripales y  C46 Rapid,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,25.58,16.04,0,V03,0,0,2
SKU15183,Antigripales y  F47 SR,Antigripales y Antitusivos,Antigripales,Kit,Johnson & Johnson,17.04,9.9,0,V03,0,0,1
SKU15184,Antigripales y  T48 XR,Antigripales y Antitusivos,Antigripales,Kit,Bayer,62.25,35.05,0,V03,0,0,30
SKU15185,Antigripales y  B49 Duo,Antigripales y Antitusivos,Antigripales,Kit,Bayer,78.45,46.17,0,V03,0,0,20
SKU15186,Antigripales y  X50 Max,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,24.05,13.52,0,V03,0,0,1
SKU15187,Antigripales y  Z51,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,108.62,65.12,0,V03,0,0,10
SKU15188,Antigripales y  M52 Forte,Antigripales y Antitusivos,Antigripales,Paquete,Sanofi,52.17,34.91,0,V03,0,0,1
SKU15189,Antigripales y  N53 Plus,Antigripales y Antitusivos,Antigripales,Caja,Procter & Gamble,54.88,34.76,0,V03,0,0,100
SKU15190,Antigripales y  S54 Rapid,Antigripales y Antitusivos,Antigripales,Caja,Johnson & Johnson,33.95,23.03,0,V03,0,0,2
SKU15191,Antigripales y  A55 SR,Antigripales y Antitusivos,Antigripales,Unidad,Procter & Gamble,62.06,35.62,0,V03,0,0,1
SKU15192,Antigripales y  C56 XR,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,31.22,19.94,0,V03,0,0,2
SKU15193,Antigripales y  F57 Duo,Antigripales y Antitusivos,Antigripales,Unidad,Sanofi,52.02,35.36,0,V03,0,0,2
SKU15194,Antigripales y  T58 Max,Antigripales y Antitusivos,Antigripales,Kit,Procter & Gamble,74.79,44.95,0,V03,0,0,5
SKU15195,Antigripales y  B59,Antigripales y Antitusivos,Antigripales,Caja,Johnson & Johnson,30.54,16.89,0,V03,0,0,1
SKU15196,Antigripales y  X60 Forte,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,42.4,27.91,0,V03,0,0,30
SKU15197,Antigripales y  Z61 Plus,Antigripales y Antitusivos,Antigripales,Paquete,Procter & Gamble,25.31,16.48,0,V03,0,0,1
SKU15198,Antigripales y  M62 Rapid,Antigripales y Antitusivos,Antigripales,Caja,Procter & Gamble,13.1,8.97,0,V03,0,0,5
SKU15199,Antigripales y  N63 SR,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,83.13,50.06,0,V03,0,0,2
SKU15200,Antigripales y  S64 XR,Antigripales y Antitusivos,Antigripales,Caja,GSK,10.28,6.1,0,V03,0,0,3
SKU15201,Antigripales y  A65 Duo,Antigripales y Antitusivos,Antigripales,Paquete,Sanofi,28.15,19.08,0,V03,0,0,1
SKU15202,Antigripales y  C66 Max,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,25.34,17.2,0,V03,0,0,5
SKU15203,Antigripales y  F67,Antigripales y Antitusivos,Antigripales,Unidad,Sanofi,94.59,55.5,0,V03,0,0,2
SKU15204,Antigripales y  T68 Forte,Antigripales y Antitusivos,Antigripales,Caja,Johnson & Johnson,77.14,48.44,0,V03,0,0,1
SKU15205,Antigripales y  B69 Plus,Antigripales y Antitusivos,Antigripales,Kit,Procter & Gamble,80.06,52.31,0,V03,0,0,10
SKU15206,Antigripales y  X70 Rapid,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,31.31,19.11,0,V03,0,0,3
SKU15207,Antigripales y  Z71 SR,Antigripales y Antitusivos,Antigripales,Unidad,GSK,29.43,18.49,0,V03,0,0,5
SKU15208,Antigripales y  M72 XR,Antigripales y Antitusivos,Antigripales,Unidad,Procter & Gamble,110.01,70.56,0,V03,0,0,10
SKU15209,Antigripales y  N73 Duo,Antigripales y Antitusivos,Antigripales,Kit,Johnson & Johnson,114.05,64.25,0,V03,0,0,3
SKU15210,Antigripales y  S74 Max,Antigripales y Antitusivos,Antigripales,Caja,Sanofi,46.6,31.99,0,V03,0,0,3
SKU15211,Antigripales y  A75,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,85.87,55.1,0,V03,0,0,3
SKU15212,Antigripales y  C76 Forte,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,30.99,21.12,0,V03,0,0,2
SKU15213,Antigripales y  F77 Plus,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,61.43,40.67,0,V03,0,0,3
SKU15214,Antigripales y  T78 Rapid,Antigripales y Antitusivos,Antigripales,Unidad,Sanofi,35.7,22.86,0,V03,0,0,2
SKU15215,Antigripales y  B79 SR,Antigripales y Antitusivos,Antigripales,Paquete,Sanofi,84.62,49.65,0,V03,0,0,3
SKU15216,Antigripales y  X80 XR,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,91.74,55.04,0,V03,0,0,1
SKU15217,Antigripales y  Z81 Duo,Antigripales y Antitusivos,Antigripales,Unidad,Johnson & Johnson,10.86,7.26,0,V03,0,0,1
SKU15218,Antigripales y  M82 Max,Antigripales y Antitusivos,Antigripales,Paquete,Procter & Gamble,116.28,71.53,0,V03,0,0,30
SKU15219,Antigripales y  N83,Antigripales y Antitusivos,Antigripales,Kit,Bayer,93.26,62.87,0,V03,0,0,3
SKU15220,Antigripales y  S84 Forte,Antigripales y Antitusivos,Antigripales,Paquete,Reckitt,84.22,46.98,0,V03,0,0,1
SKU15221,Antigripales y  A85 Plus,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,52.25,29.01,0,V03,0,0,2
SKU15222,Antigripales y  C86 Rapid,Antigripales y Antitusivos,Antigripales,Unidad,Reckitt,44.12,29.78,0,V03,0,0,10
SKU15223,Antigripales y  F87 SR,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,109.61,75.76,0,V03,0,0,30
SKU15224,Antigripales y  T88 XR,Antigripales y Antitusivos,Antigripales,Caja,GSK,18.9,12.3,0,V03,0,0,10
SKU15225,Antigripales y  B89 Duo,Antigripales y Antitusivos,Antigripales,Kit,Reckitt,98.0,61.21,0,V03,0,0,50
SKU15226,Antigripales y  X90 Max,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,95.27,63.34,0,V03,0,0,1
SKU15227,Antigripales y  Z91,Antigripales y Antitusivos,Antigripales,Paquete,Sanofi,76.59,51.49,0,V03,0,0,20
SKU15228,Antigripales y  M92 Forte,Antigripales y Antitusivos,Antigripales,Caja,Johnson & Johnson,46.05,31.6,0,V03,0,0,2
SKU15229,Antigripales y  N93 Plus,Antigripales y Antitusivos,Antigripales,Caja,Procter & Gamble,81.6,50.05,0,V03,0,0,10
SKU15230,Antigripales y  S94 Rapid,Antigripales y Antitusivos,Antigripales,Kit,Johnson & Johnson,19.88,13.77,0,V03,0,0,50
SKU15231,Antigripales y  A95 SR,Antigripales y Antitusivos,Antigripales,Unidad,Sanofi,61.48,34.11,0,V03,0,0,2
SKU15232,Antigripales y  C96 XR,Antigripales y Antitusivos,Antigripales,Kit,Johnson & Johnson,32.99,18.75,0,V03,0,0,5
SKU15233,Antigripales y  F97 Duo,Antigripales y Antitusivos,Antigripales,Paquete,GSK,88.48,56.4,0,V03,0,0,50
SKU15234,Antigripales y  T98 Max,Antigripales y Antitusivos,Antigripales,Paquete,Procter & Gamble,108.68,71.89,0,V03,0,0,1
SKU15235,Antigripales y  B99,Antigripales y Antitusivos,Antigripales,Unidad,GSK,114.67,66.13,0,V03,0,0,20
SKU15236,Antigripales y  X0 Forte,Antigripales y Antitusivos,Antigripales,Kit,Procter & Gamble,10.55,6.51,0,V03,0,0,3
SKU15237,Antigripales y  Z1 Plus,Antigripales y Antitusivos,Antigripales,Unidad,Johnson & Johnson,55.34,31.81,0,V03,0,0,1
SKU15238,Antigripales y  M2 Rapid,Antigripales y Antitusivos,Antigripales,Unidad,Reckitt,61.68,35.02,0,V03,0,0,3
SKU15239,Antigripales y  N3 SR,Antigripales y Antitusivos,Antigripales,Paquete,GSK,18.77,12.49,0,V03,0,0,10
SKU15240,Antigripales y  S4 XR,Antigripales y Antitusivos,Antigripales,Paquete,GSK,80.77,46.1,0,V03,0,0,1
SKU15241,Antigripales y  A5 Duo,Antigripales y Antitusivos,Antigripales,Caja,Reckitt,38.57,24.79,0,V03,0,0,20
SKU15242,Antigripales y  C6 Max,Antigripales y Antitusivos,Antigripales,Caja,GSK,12.53,8.41,0,V03,0,0,10
SKU15243,Antigripales y  F7,Antigripales y Antitusivos,Antigripales,Kit,Sanofi,105.4,70.87,0,V03,0,0,2
SKU15244,Antigripales y  T8 Forte,Antigripales y Antitusivos,Antigripales,Kit,GSK,37.82,22.43,0,V03,0,0,1
SKU15245,Antigripales y  B9 Plus,Antigripales y Antitusivos,Antigripales,Caja,Bayer,46.75,26.23,0,V03,0,0,5
SKU15246,Antigripales y  X10 Rapid,Antigripales y Antitusivos,Antigripales,Paquete,Bayer,65.91,37.9,0,V03,0,0,10
SKU15247,Antialérgicos y X0 Forte,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Caja,Bayer,25.26,16.27,0,V03,0,0,3
SKU15248,Antialérgicos y Z1 Plus,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Procter & Gamble,32.77,20.7,0,V03,0,0,1
SKU15249,Antialérgicos y M2 Rapid,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Reckitt,20.77,13.18,0,V03,0,0,10
SKU15250,Antialérgicos y N3 SR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Caja,Sanofi,4.81,2.91,0,V03,0,0,3
SKU15251,Antialérgicos y S4 XR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Paquete,Procter & Gamble,5.51,3.66,0,V03,0,0,3
SKU15252,Antialérgicos y A5 Duo,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Paquete,Bayer,32.38,19.19,0,V03,0,0,3
SKU15253,Antialérgicos y C6 Max,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Johnson & Johnson,32.4,22.03,0,V03,0,0,1
SKU15254,Antialérgicos y F7,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,Johnson & Johnson,5.06,2.98,0,V03,0,0,1
SKU15255,Antialérgicos y T8 Forte,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,GSK,9.82,6.16,0,V03,0,0,1
SKU15256,Antialérgicos y B9 Plus,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Procter & Gamble,32.88,19.19,0,V03,0,0,20
SKU15257,Antialérgicos y X10 Rapid,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,Sanofi,29.02,17.21,0,V03,0,0,5
SKU15258,Antialérgicos y Z11 SR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,Reckitt,11.68,8.13,0,V03,0,0,3
SKU15259,Antialérgicos y M12 XR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Caja,Reckitt,31.54,21.76,0,V03,0,0,3
SKU15260,Antialérgicos y N13 Duo,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Johnson & Johnson,18.79,11.73,0,V03,0,0,1
SKU15261,Antialérgicos y S14 Max,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Paquete,Reckitt,4.47,2.52,0,V03,0,0,30
SKU15262,Antialérgicos y A15,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Paquete,Sanofi,22.96,13.53,0,V03,0,0,1
SKU15263,Antialérgicos y C16 Forte,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Procter & Gamble,13.07,8.21,0,V03,0,0,1
SKU15264,Antialérgicos y F17 Plus,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Sanofi,32.51,18.62,0,V03,0,0,3
SKU15265,Antialérgicos y T18 Rapid,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Caja,Reckitt,25.09,16.03,0,V03,0,0,3
SKU15266,Antialérgicos y B19 SR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Johnson & Johnson,24.41,16.05,0,V03,0,0,2
SKU15267,Antialérgicos y X20 XR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Paquete,Sanofi,11.1,6.14,0,V03,0,0,20
SKU15268,Antialérgicos y Z21 Duo,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Caja,Sanofi,17.87,10.51,0,V03,0,0,1
SKU15269,Antialérgicos y M22 Max,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,Sanofi,7.72,4.39,0,V03,0,0,1
SKU15270,Antialérgicos y N23,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Johnson & Johnson,14.08,8.68,0,V03,0,0,2
SKU15271,Antialérgicos y S24 Forte,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,Procter & Gamble,15.46,10.6,0,V03,0,0,2
SKU15272,Antialérgicos y A25 Plus,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,Reckitt,21.81,13.13,0,V03,0,0,2
SKU15273,Antialérgicos y C26 Rapid,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Paquete,Reckitt,8.34,5.19,0,V03,0,0,5
SKU15274,Antialérgicos y F27 SR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Paquete,GSK,8.98,5.56,0,V03,0,0,1
SKU15275,Antialérgicos y T28 XR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Reckitt,20.66,12.49,0,V03,0,0,1
SKU15276,Antialérgicos y B29 Duo,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Paquete,Bayer,33.48,21.49,0,V03,0,0,2
SKU15277,Antialérgicos y X30 Max,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Bayer,32.89,20.42,0,V03,0,0,10
SKU15278,Antialérgicos y Z31,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,GSK,25.53,14.78,0,V03,0,0,1
SKU15279,Antialérgicos y M32 Forte,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,GSK,11.05,6.9,0,V03,0,0,20
SKU15280,Antialérgicos y N33 Plus,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Reckitt,22.01,13.53,0,V03,0,0,2
SKU15281,Antialérgicos y S34 Rapid,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Kit,Procter & Gamble,29.11,18.26,0,V03,0,0,10
SKU15282,Antialérgicos y A35 SR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Unidad,Sanofi,25.84,15.45,0,V03,0,0,1
SKU15283,Antialérgicos y C36 XR,Antialérgicos y Antihistamínicos OTC,Antialérgicos,Caja,Reckitt,19.52,12.11,0,V03,0,0,3
